번호,H S K,한 글 품 명,영 문 품 명,칠레,싱가 포르,EFTA,아세안,인도,EU (25.7.1~ 26.6.30),EU (26.7.1~ 27.6.30),페루,미국,콜롬 비아,튀르 키예,캐나다,호주,베트남,중국,뉴질 랜드,중미- 코스타리카,중미- 엘살바도르,중미- 온두 라스,중미-니카 라과,중미-파나마,영국 (25.7.1~ 26.6.30),영국 (26.7.1~ 27.6.30),인도네시아,이스 라엘,캄보 디아,RCEP- 뉴질 랜드,RCEP- 아세안,RCEP- 일본,RCEP- 중국,RCEP- 호주,필리핀,UAE
1261,2101.20.9019,"차, 마테 등 조제품(기타/티백 포장의 것)","Preparations of tea, mate (Of packing with tea bag)",0,0,24,20,미양허,0,0,0,0,0,40,0,5.3,20,16,0,미양허,미양허,미양허,미양허,미양허,0,0,14.6,40,13.3,26.7,26.7,미양허,26.7,26.7,17.3,32
1262,2101.20.9090,"차, 마테 등 조제품(기타)","Preparations of tea, mate (Other)",0,0,24,20,미양허,0,0,0,0,0,40,0,5.3,20,40,0,8,12,8,8,16,0,0,18,40,20,40,40,미양허,미양허,40,미양허,32
1263,2101.30.1000,"볶은 치커리, 커피 대용물(보리의 것)","Roasted chicory, other roasted coffee substitutes (Barley)",0,미양허,미양허,0,4,0,0,0,0,0,0,0,0,0,3.2,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,5.3,5.3,미양허,5.3,5.3,0,6.4
1264,2101.30.9000,"볶은 치커리, 커피 대용물(기타)","Roasted chicory, other roasted coffee substitutes (Other)",0,0,4.8,0,4,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,1.6,0,5.3,5.3,미양허,5.3,5.3,0,6.4
1265,2102.10.1000,양조효모,Brewery yeast,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1266,2102.10.2000,증류효모,Distillery yeast,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1267,2102.10.3000,제빵효모,Bakery yeast,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1268,2102.10.4000,배양효모,Culture yeast,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1269,2102.10.9000,활성효모 기타 ,Other active yeasts,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1270,2102.20.1000,불활성효모,Inactive yeasts,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1271,2102.20.2000,누룩,Nulookⓚ,0,0,6.4,0,4,0,0,0,0,0,5.6,0,0,0,1.6,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1272,2102.20.3010,클로렐라(태블릿 모양의 것),Chlorella (Tablet),0,0,6.4,0,4,0,0,0,0,0,5.6,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1273,2102.20.3090,클로렐라(기타),Chlorella (Other),0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1274,2102.20.4010,스피루리나(태블릿 모양의 것),Spinulina (Tablet),0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,4,0,0,0,6.4
1275,2102.20.4090,스피루리나(기타),Spinulina (Other),0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1276,2102.20.9000,"불활성효모, 미생물 기타 ",Other inactive yeasts,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1277,2102.30.0000,조제한 베이킹파우더,Prepared baking powders,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1278,2103.10.0000,간장,Soya sauce,미양허,미양허,0,5,미양허,0,0,0,0,2.5,0,0,0,0,8,0,미양허,미양허,미양허,미양허,미양허,0,0,2.1,0,1.4,8,8,미양허,미양허,8,미양허,0
1279,2103.20.1000,토마토 케첩,Tomato ketchup,0,0,4.8,0,4,0,0,0,0,0,0,0,0,0,3.2,0,15,18.7,15,15,18,0,0,0,5.3,0,30,30,미양허,30,30,0,6.4
1280,2103.20.2000,그 밖의 토마토 소스,Other tomato sauces,0,미양허,미양허,0,미양허,0,0,0,0,0,0,0,6,0,18,0,15,18.7,15,15,18,0,0,0,5.3,0,30,30,미양허,30,30,0,6.4
1281,2103.30.1000,겨자의 고운 가루ㆍ거친 가루,Mustard flour and meal,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,0
1282,2103.30.2000,조제한 겨자 ,Prepared mustard,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,0
1283,2103.90.1010,된장,Bean paste,0,미양허,0,5,미양허,0,0,0,0,0,5.6,8,0,5,8,0,15,18.7,15,15,22.5,0,0,3.6,0,3.3,8,8,미양허,미양허,8,미양허,0
1284,2103.90.1020,춘장,Chinese bean paste,0,미양허,0,5,미양허,0,0,0,0,0,5.6,8,0,0,3.2,0,15,18.7,15,15,22.5,0,0,1,9,1.4,5.3,5.3,미양허,5.3,5.3,4.3,0
1285,2103.90.1030,고추장,Gochujangⓚ,미양허,미양허,미양허,5,미양허,0,0,0,0,0,NS,45,0,5,45,0,11.6,14.5,11.6,11.6,17.5,0,0,1,0,5,미양허,미양허,미양허,미양허,미양허,미양허,0
1286,2103.90.1090,기타 장류,Other bean paste,미양허,0,0,0,미양허,0,0,0,0,14,NS,0,0,0,45,0,22.5,25.3,22.5,22.5,18,0,0,0,45,0,7.5,7.5,미양허,미양허,7.5,0,36
1287,2103.90.9010,마요네스,Mayonnaise,0,0,4.8,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,27,0,0,0,9,0,4,4,4,4,4,0,6.4
1288,2103.90.9020,인스턴트 카레,Instant curry,0,0,,0,미양허,0,0,0,0,0,NS,0,0,0,18,0,15,18.7,15,15,22.5,0,0,0,9,0,5.3,5.3,미양허,5.3,5.3,0,36
1289,2103.90.9030,혼합조미료,Mixed seasonings,0,미양허,미양허,36,미양허,2.8,0,0,,0,40.5,,,36,44.5,9,미양허,미양허,미양허,미양허,미양허,2.8,0,미양허,30,36,미양허,미양허,미양허,미양허,미양허,미양허,36
1290,2103.90.9040,메주,Mejooⓚ,미양허,미양허,미양허,5,미양허,0,0,0,0,4.3,NS,0,0,5% or 20원/kg,13% or 52원/kg,0,미양허,미양허,미양허,미양허,미양허,0,0,미양허,8,5,미양허,미양허,미양허,미양허,미양허,미양허,7.2
1291,2103.90.9050,고추다진양념,Seasoned red-pepper sauce,0,0,,36,미양허,2.8,0,0,,0,40.5,,6,36,44.5,9,9,13.5,15,15,22.5,2.8,0,미양허,30,36,미양허,미양허,미양허,미양허,미양허,36,36
1292,2103.90.9090,"혼합 조미, 조제품기타 ",Other,0,0,,36,미양허,2.8,0,0,,0,40.5,,6,36,44.5,9,9,13.5,15,15,22.5,2.8,0,미양허,30,36,미양허,미양허,미양허,미양허,미양허,미양허,36
1293,2104.10.1000,"수프, 브로드, 조제품(육류의 것)",Soups and broth preparations (Of meat),0,0,10.8,0,미양허,0,0,0,0,0,18,0,18,0,7.2,3.6,0,0,0,0,2.5,0,0,0,7.7,0,13.5,13.5,미양허,13.5,미양허,0,14.4
1294,2104.10.3000,"수프, 브로드, 조제품(야채의 것)",Soups and broth preparations (Of vegetable),0,0,10.8,0,9,0,0,0,0,0,0,0,2.4,0,7.2,3.6,0,0,0,0,2.5,0,0,0,7.7,0,12,12,미양허,12,12,0,14.4
1295,2104.10.9000,"수프, 브로드, 조제품(기타)",Soups and broth preparations (Other),0,미양허,16.2,0,9,0,0,0,0,0,0,0,2.4,0,7.2,3.6,0,0,0,0,2.5,0,0,0,7.7,0,12,12,미양허,12,12,0,14.4
1296,2104.20.0000,균질화한 혼합조제식료품,Homogenised composite food preparations,0,0,18,24,미양허,0,0,0,0,0,NS,0,0,24,12,0,10,12.5,10,10,15,0,0,17.6,12.8,16,20,20,미양허,20,20,20.8,24
1297,2105.00.1010,아이스크림(코코아 미함유),Ice cream (Not containing cocoa),0,0,6.4,0,4,0,0,0,0,0,NS,0,0,0,1.6,0,3.7,4.2,3.7,3.7,4.8,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1298,2105.00.1090,아이스크림(기타),Ice cream (Other),0,0,6.4,0,4,0,0,0,0,0,NS,0,0,0,1.6,0,3.7,4.2,3.7,3.7,4.8,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1299,2105.00.9010,기타 빙과류(코코아 미함유),Other edible ice (Not containing cocoa),0,0,6.4,0,4,0,0,0,0,0,5.6,0,0,0,1.6,0,3.7,4.2,3.7,3.7,4.8,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1300,2105.00.9090,기타 빙과류(기타),Other edible ice (Other),0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,1.6,0,3.7,4.2,3.7,3.7,4.8,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1301,2106.10.1000,두부,Bean-curd,0,0,6.4,5,4,0,0,0,0,0,NS,0,0,0,3.2,0,2.6,3.3,2.6,2.6,4,0,0,3,1.6,3.3,5.3,5.3,미양허,5.3,5.3,4.3,6.4
1302,2106.10.9020,단백질 농축물,Protein concentrates,0,0,6.4,0,4,0,0,0,0,0,5.6,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,5.3,5.3,미양허,미양허,5.3,0,6.4
1303,2106.10.9030,텍스처화한 단백질계 물질,Textured protein substances,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,5.3,5.3,미양허,미양허,5.3,0,6.4
1304,2106.90.1010,콜라베이스,Cola base,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,2106.90.1020,과일향의 음료베이스,Beverage base of perfumed fruits,0,0,,0,4,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1306,2106.90.1090,기타 음료베이스(알코올 미함유),"Other bases for beverage, nonalcoholic",0,0,,0,4,0,0,0,0,0,0,0,1,0,1.6,0,0,0,0,0,0,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1307,2106.90.2000,"당시럽(향료, 착색제 첨가)","Sugar syrups, containing added flavouring or colouring matter",0,0,6.4(CH 미양허),0,4,0,0,0,0,0,0,0,0,0,0,0,1.6,2.4,1.6,1.6,3.2,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1308,2106.90.3011,인삼차,White ginseng tea,미양허,미양허,미양허,0,미양허,0,0,0,0,2.5,NS,8,0,0,3.2,0,미양허,미양허,미양허,미양허,미양허,0,0,0,8,0,5.3,5.3,5.3,5.3,5.3,0,7.2
1309,2106.90.3019,인삼류(기타 백삼제품류),Other products of white ginseng,미양허,미양허,미양허,0,미양허,0,0,0,0,2.5,NS,0,0,0,3.2,0,미양허,미양허,미양허,미양허,미양허,0,0,0,8,0,5.3,5.3,미양허,5.3,5.3,0,0
1310,2106.90.3021,홍삼차,Red ginseng tea,미양허,미양허,미양허,603.4,미양허,0,0,754.3,0,754.3,754.3,754.3,754.3,603.4,754.3,754.3,미양허,미양허,미양허,미양허,미양허,0,0,미양허,754.3,603.4,미양허,미양허,미양허,미양허,미양허,미양허,678.8
1311,2106.90.3029,인삼류(기타 홍삼제품류),Other products of red ginseng,미양허,미양허,미양허,603.4,미양허,0,0,754.3,0,754.3,754.3,754.3,754.3,603.4,754.3,754.3,미양허,미양허,미양허,미양허,미양허,0,0,미양허,754.3,603.4,미양허,미양허,미양허,미양허,미양허,미양허,678.8
1312,2106.90.9010,커피크리머,Coffee creamer,0,0,,0,4,0,0,0,0,0,0,0,0,0,1.6,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1313,2106.90.9021,버터를 기본 재료로 한 조제품(버터 함량이 전중량의 100분의 30 이하인 것),"Preparations with a basis of butter (Of a butter content, by weight, not exceeding 30%)",0,0,미양허,5,미양허,0,0,0,0,0,0,0,0,5,3.2,0,2.6,3.3,2.6,2.6,4,0,0,4,4.8,3.3,5.3,5.3,5.3,5.3,5.3,4.3,6.4
1314,2106.90.9022,버터를 기본 재료로 한 조제품(버터 함량이 전중량의 100분의 30을 초과하고 100분의 70 이하인 것),"Preparations with a basis of butter (Of a butter content, by weight, exceeding 30% but not exceeding 70%)",0,0,미양허,5,미양허,0,0,0,0,0,0,0,0,5,3.2,0,2.6,3.3,2.6,2.6,4,0,0,4,4.8,3.3,5.3,5.3,5.3,5.3,5.3,4.3,6.4
1315,2106.90.9023,버터를 기본 재료로 한 조제품(버터 함량이 전중량의 100분의 70을 초과하는 것),"Preparations with a basis of butter (Of a butter content, by weight, exceeding 70%)",0,0,미양허,5,미양허,0,0,0,0,0,0,0,0,5,3.2,0,2.6,3.3,2.6,2.6,4,0,0,4,4.8,3.3,5.3,5.3,5.3,5.3,5.3,4.3,6.4
1316,2106.90.9030,아이스크림 제조용 조제품,Preparations for manufacturing ice cream,0,0,,0,4,0,0,0,0,0,0,0,0,0,1.6,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1317,2106.90.9040,자기소화효모 및 기타 효모 추출물,Autolyzed yeast and other yeast extracts,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1318,2106.90.9050,향미용 조제품,Flavors in preparations,0,0,,5,미양허,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,1.4,4,4,4,4,4,1,6.4
1319,2106.90.9060,도토리 가루,Acorn flour,0,미양허,,0,4,0,0,0,0,0,8,0,0,0,3.2,0,2.6,3.3,2.6,2.6,4,0,0,0,4.8,0,5.3,5.3,미양허,5.3,5.3,0,6.4
1320,2106.90.9070,알로에를 기본 재료로 한 조제품,Preparations with a basis aloe,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,4,4,0,0,6.4
1321,2106.90.9080,"음료조제용 조제품(방향성 물질을 기본 재료로 한것 제외, 알코올 용량 0.5% 초과한 것)",Of preparations (Other than those based on odoriferous substances) of types used in the manufacture of beverages with an alcoholic strength by volume exceeding 0.5% vol,0,0,,0,미양허,0,0,0,0,0,0,0,0,0,12,0,6,9,6,6,12,0,0,0,12.8,0,20,20,미양허,20,20,0,24
1322,2106.90.9091,"로열젤리, 벌꿀 조제품",Preparations for royaljelly and honey,0,미양허,미양허,0,미양허,0,0,0,0,0,8,0,8,0,8,0,1.6,2.4,1.6,1.6,3.2,0,0,0,4.8,0,7,7,미양허,미양허,미양허,0,7.2
1323,2106.90.9099,조제식료품 기타 ,Other food preparations,0,0,,0,미양허,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,5.3,5.3,미양허,미양허,5.3,0,6.4
1324,2201.10.0000,광천수와 탄산수,Mineral water and aerated water,0,0,0,0,4,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1325,2201.90.1000,얼음과 눈,Ice and snow,0,0,0,0,4,0,0,0,0,0,NS,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,0,0,0,0,0,0,6.4
1326,2201.90.9000,물(기타),Other water (Not containing added sugar or other sweetening matter or flavoured),0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1327,2202.10.1000,물(설탕이나 감미료 또는 맛이나 향을 첨가/착색),Colored water (Containing added sugar or other sweetening matter or flavoured),0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,4,4,4,4,4,0,0
1328,2202.10.9000,물(설탕이나 감미료 또는 맛이나 향을 첨가/기타),Other water (Containing added sugar or other sweetening matter or flavoured),0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,4,4,4,4,4,0,0
1329,2202.91.0000,맥주(무알콜),Beer (Non alcoholic),0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,6.4
1330,2202.99.1000,인삼음료,Beverage based on ginseng,미양허,미양허,미양허,5,4,0,0,0,0,2.5,NS,0,0,0,3.2,0,미양허,미양허,미양허,미양허,미양허,0,0,4,8,3.3,5.3,5.3,5.3,5.3,5.3,미양허,6.4
1331,2202.99.2000,과실주스음료,Beverage of fruit juice,0,0,5.4,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1,3.8,1.4,4.5,4.5,미양허,미양허,4.5,3,8.1
1332,2202.99.3000,식혜,Sikhyeⓚ,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2.6,3.3,2.6,2.6,4,0,0,0,1.6,0,4,4,4,4,4,0,6.4
1333,2202.99.9000,기타 음료,Other beverage (Non alcoholic),0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,6.4
1334,2203.00.0000,맥주,Beer made from malt,0,0,0,15,미양허,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4.2,0,0,3,18,4.2,20,20,22.5,미양허,20,11,30
1335,2204.10.0000,발포성 포도주,Sparkling wine,0,미양허,미양허,0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1336,2204.21.1000,붉은 포도주(2리터 이하 용기),Red wine (In containers holding 2L or less),0,0,미양허(CH 0),0,7.5,0,0,0,0,4.6,0,0,0,0,0,0,미양허,미양허,미양허,미양허,미양허,0,0,0,0,0,10,10,10,10,10,0,12
1337,2204.21.2000,흰 포도주(2리터 이하 용기),White wine (In containers holding 2L or less),0,0,미양허,0,7.5,0,0,0,0,4.6,0,0,0,0,0,0,미양허,미양허,미양허,미양허,미양허,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1338,2204.21.9000,기타 포도주(2리터 이하 용기),Other wine (In containers holding 2L or less),0,0,미양허(CH 0),0,7.5,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1339,2204.22.1000,붉은 포도주(2리터 초과 10리터 이하 용기),Red wine (In containers holding more than 2L but not more than 10L),0,0,미양허(CH 0),0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1340,2204.22.2000,흰 포도주(2리터 초과 10리터 이하 용기),White wine (In containers holding more than 2L but not more than 10L),0,0,미양허(CH 0),0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1341,2204.22.9000,기타 포도주(2리터 초과 10리터 이하 용기),Other wine (In containers holding more than 2L but not more than 10L),0,0,미양허(CH 0),0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1342,2204.29.1000,붉은 포도주(기타),Red wine (Other),0,0,미양허(CH 0),0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1343,2204.29.2000,흰 포도주(기타),White wine (Other),0,0,미양허(CH 0),0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1344,2204.29.9000,기타 포도주(기타),Other wine (Other),0,0,미양허(CH 0),0,0,0,0,0,0,4.6,0,0,0,0,0,0,7,8,7,7,9,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,0,12
1345,2204.30.0000,기타 포도즙,Other grape must,0,0,미양허,0,미양허,0,0,0,0,0,30,0,0,0,30,0,10,12.5,10,10,15,0,0,0,20,0,28.1,28.1,미양허,미양허,28.1,0,24
1346,2205.10.0000,베르무트와 이와 유사한 포도주(2리터 이하의 용기의 것),Vermouth and other wine (In containers holding 2L or less),0,0,0,0,7.5,0,0,0,0,4.6,10.5,0,0,0,0,3,미양허,미양허,미양허,미양허,미양허,0,0,0,15,0,7.5,7.5,7.5,7.5,7.5,0,15
1347,2205.90.0000,베르무트와 이와 유사한 포도주(기타),Vermouth and other wine (Other),미양허,미양허,0,0,7.5,0,0,0,0,4.6,10.5,0,0,0,0,3,미양허,미양허,미양허,미양허,미양허,0,0,0,15,0,7.5,7.5,7.5,7.5,7.5,0,15
1348,2206.00.1010,사과술,Cider (Fermented beverage from fruits),0,미양허,미양허(CH 0),0,7.5,0,0,0,0,0,0,0,0,0,3,0,5,6.2,5,5,7.5,0,0,0,9,0,7.5,7.5,7.5,7.5,7.5,0,0
1349,2206.00.1020,배술,Perry (Fermented beverage from fruits),0,미양허,미양허,0,7.5,0,0,0,0,0,0,0,0,0,3,0,5,6.2,5,5,7.5,0,0,0,9,0,7.5,7.5,7.5,7.5,7.5,0,0
1350,2206.00.1090,과실 발효주 기타 ,Other fermented beverage prepared from fruits,0,미양허,미양허(CH 0),0,7.5,0,0,0,0,0,0,0,0,0,0,0,5,6.2,5,5,7.5,0,0,0,9,0,0,0,0,0,0,0,0
1351,2206.00.2010,청주,Sake (Fermented beverage from cereals),0,미양허,미양허,0,7.5,0,0,0,0,0,0,0,0,0,0,0,5,6.2,5,5,7.5,0,0,0,3,0,10,10,10,10,10,0,0
1352,2206.00.2020,약주,Yakjuⓚ (Fermented beverage from cereals),0,0,미양허,0,7.5,0,0,0,0,0,0,0,0,0,0,0,5,6.2,5,5,7.5,0,0,0,3,0,7.5,7.5,7.5,7.5,7.5,0,0
1353,2206.00.2030,탁주,Takjuⓚ (Fermented beverage from cereals),0,0,미양허,0,7.5,0,0,0,0,0,0,0,0,0,0,0,5,6.2,5,5,7.5,0,0,0,3,0,7.5,7.5,7.5,7.5,7.5,0,0
1354,2206.00.2090,곡물 발효주 기타 ,Other fermented beverage prepared from cereals,0,0,미양허(CH 0),5,7.5,0,0,0,0,0,0,0,2,0,3,3,5,6.2,5,5,7.5,0,0,1,9,1.4,7.5,7.5,7.5,7.5,7.5,3.7,0
1355,2206.00.9010,"와인쿨러(제2009호 또는 제2202호의 물품을 첨가한 것에 한하며, 포도를 원료로 한 것을 포함)","Wine cooler (Added the product of heading 20.09 or 22.02, including being made of grapes)",0,0,미양허(CH 0),0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.2,5,5,7.5,0,0,0,3,0,7.5,7.5,7.5,7.5,7.5,0,0
1356,2206.00.9090,발효주 기타 ,Other fermented beverages,0,0,미양허(CH 0),0,7.5,0,0,0,0,0,0,0,0,0,3,0,5,6.2,5,5,7.5,0,0,0,3,0,7.5,7.5,7.5,7.5,7.5,0,0
1357,2207.10.1000,조주정,Roughly distilled alcohol for beverages,0,0,미양허,5,미양허,0.6,0,0,0,0,NS,0,10,0,4,10,4.6,0,4.6,4.6,6,0.6,0,1,10,5,미양허,미양허,미양허,미양허,미양허,미양허,10
1358,2207.10.9010,주류 제조용 발효주정,Fermented alcohol for manufacture of liquors,미양허,미양허,미양허,216,미양허,16.8/104(122M/T) ASG,0/91.8(125M/T) ASG,0,0/91.8(*708M/T)  TRQ /91.8(708M/T) ASG,96.4,270,270,270,216,270,270,126,144,126,126,162,16.8/104(7M/T) ASG,0/91.8(7M/T) ASG,미양허,270,216,미양허,미양허,미양허,미양허,미양허,미양허,270
1359,2207.10.9090,기타 변성하지 않은 에틸알콜,Other undenatured ethyl alcohol,0,0,미양허(CH 0),0,미양허,0,0,0,0,0,NS,0,0,0,12,0,6,9,6,6,12,0,0,0,18,0,20,20,미양허,20,20,0,30
1360,2207.20.0000,변성 에틸알콜 및 기타 변성 주정(알코올 용량 불문),"Ethyl alcohol and other spirits, denatured, of any strength",0,0,0,0,4,0,0,0,0,0,0,0,1,0,1.6,1.6,0,0,0,0,0,0,0,1.6,1.6,0,5.3,5.3,미양허,미양허,5.3,0,6.4
1361,2208.20.1000,꼬냑,Cognac,0,미양허,미양허,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1.4,7.5,7.5,7.5,7.5,7.5,3.7,12
1362,2208.20.9000,포도주나 포도즙을 짜낸 찌꺼기에서 얻은 증류주(기타),Other spirits (By distilling grape wine or grape marc),0,0,0,5,7.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,9,1.4,7.5,7.5,7.5,7.5,7.5,3,12
1363,2208.30.1000,스카치 위스키,Scotch whisky,0,0,미양허,5,0,0,0,0,0,0,0,0,2.6,0,0,4,6.6,8.3,6.6,6.6,10,0,0,1,12,1.4,13.3,13.3,13.3,13.3,13.3,4.3,16
1364,2208.30.2000,버본 위스키,Bourbon whisky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,8.3,6.6,6.6,10,0,0,0,4,0,10,10,10,10,10,0,16
1365,2208.30.3000,라이 위스키,Rye whisky,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6.6,8.3,6.6,6.6,10,0,0,0,4,0,13.3,13.3,13.3,13.3,13.3,0,16
1366,2208.30.9000,위스키(기타),Other whisky,0,0,18,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,12,1.4,13.3,13.3,13.3,13.3,13.3,3,16
1367,2208.40.0000,럼 및 발효된 사탕수수제품을 증류하여 얻은 기타 증류주,Rum and other spirits obtained by distilling fermented sugarcane products,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1.4,10,10,10,10,10,3,16
1368,2208.50.0000,진과 제네바,Gin and geneva,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6.6,8.3,6.6,6.6,10,0,0,1,12,1.4,10,10,10,10,10,3,16
1369,2208.60.0000,보드카,Vodka,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,6.6,8.3,6.6,6.6,10,0,0,1,12,1.4,10,10,10,10,10,3,16
1370,2208.70.1000,인삼주,Ginseng wine,0,0,미양허,0,10,0,0,0,0,0,0,0,0,0,20,0,6.6,8.3,6.6,6.6,10,0,0,0,4,0,18.8,18.8,미양허,미양허,18.8,0,16
